,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.897221565246582,0.9017794132232666,0.8839147090911865,0.8979575634002686,0.914207935333252,0.9541289806365967,0.9279122352600098,0.9120466709136963,0.9060239791870117,0.9361600875854492,0.9550485610961914,0.9229862689971924,0.9389767646789551,0.9462418556213379,0.9343137741088867,0.9139716625213623,0.9164438247680664,0.9096920490264893
1,0.914569616317749,0.8624987602233887,0.887653112411499,0.89914870262146,0.9134111404418945,0.9296431541442871,0.9048285484313965,0.924144983291626,0.9564800262451172,0.9279017448425293,0.9142036437988281,0.9292783737182617,0.9555196762084961,0.9253594875335693,0.9514584541320801,0.9436697959899902,0.9242112636566162,0.9362609386444092
2,0.8782649040222168,0.909916877746582,1.1317670345306396,0.9324119091033936,0.9435992240905762,0.8982100486755371,0.9019560813903809,0.9224350452423096,0.9165003299713135,0.9597048759460449,0.9419317245483398,0.9673449993133545,0.9889297485351562,0.9327714443206787,0.9335317611694336,0.9478669166564941,0.9291150569915771,0.925872802734375
3,0.8636300563812256,0.863621711730957,0.8908257484436035,0.9562318325042725,0.9535951614379883,0.9151043891906738,0.9146730899810791,0.9501354694366455,0.9309184551239014,0.9194376468658447,0.9324188232421875,0.9126672744750977,0.9090168476104736,0.9596428871154785,0.9249331951141357,0.9435694217681885,0.9416565895080566,0.9233081340789795
4,0.8598642349243164,0.9045441150665283,0.8834028244018555,0.8918344974517822,0.9076724052429199,0.8918735980987549,0.9321367740631104,0.8986930847167969,0.9363574981689453,0.9197192192077637,0.9209446907043457,0.9235208034515381,0.9441556930541992,0.9189515113830566,0.9377002716064453,0.9403016567230225,0.946575403213501,0.9498803615570068
5,0.8640546798706055,0.8845288753509521,0.901660680770874,0.8874411582946777,0.9096391201019287,0.917189359664917,0.9324288368225098,0.9273154735565186,0.9117498397827148,0.9177737236022949,0.9244077205657959,0.9539110660552979,0.9244697093963623,0.9311909675598145,0.918184757232666,0.9175934791564941,0.9484546184539795,0.9051756858825684
6,0.9852695465087891,0.8706016540527344,0.87143874168396,0.9213042259216309,0.8926048278808594,0.921114444732666,0.9332900047302246,0.9744768142700195,0.9296598434448242,0.9909665584564209,0.9067046642303467,0.9282453060150146,0.9488554000854492,0.9542202949523926,0.9348340034484863,0.9413316249847412,0.9131243228912354,0.9211194515228271
7,0.8748226165771484,0.888916015625,0.9489247798919678,0.9045286178588867,0.9054217338562012,0.9055123329162598,0.9204812049865723,0.9351253509521484,0.9100039005279541,0.930098295211792,0.9372029304504395,0.9125287532806396,0.9286079406738281,0.935154914855957,0.929405927658081,0.9375972747802734,0.9712076187133789,0.9667112827301025
8,0.8712522983551025,0.922966718673706,0.9299845695495605,0.8900842666625977,0.9043097496032715,0.9339346885681152,0.9382390975952148,0.9167988300323486,0.9152445793151855,0.9088389873504639,0.9380011558532715,0.9392211437225342,0.962399959564209,0.9335384368896484,0.9144456386566162,0.925727128982544,0.9319353103637695,0.9638903141021729
9,0.8727207183837891,0.898834228515625,0.8942365646362305,0.9015789031982422,0.9135582447052002,0.9042048454284668,0.9070308208465576,0.9350464344024658,0.9310457706451416,0.9516932964324951,0.9358596801757812,0.9133358001708984,0.9350621700286865,0.929318904876709,1.0314428806304932,0.9493658542633057,0.928826093673706,0.9437978267669678
