8.972215652465820312e-01,9.017794132232666016e-01,8.839147090911865234e-01,8.979575634002685547e-01,9.142079353332519531e-01,9.541289806365966797e-01,9.279122352600097656e-01,9.120466709136962891e-01,9.060239791870117188e-01,9.361600875854492188e-01,9.550485610961914062e-01,9.229862689971923828e-01,9.389767646789550781e-01,9.462418556213378906e-01,9.343137741088867188e-01,9.139716625213623047e-01,9.164438247680664062e-01,9.096920490264892578e-01
9.145696163177490234e-01,8.624987602233886719e-01,8.876531124114990234e-01,8.991487026214599609e-01,9.134111404418945312e-01,9.296431541442871094e-01,9.048285484313964844e-01,9.241449832916259766e-01,9.564800262451171875e-01,9.279017448425292969e-01,9.142036437988281250e-01,9.292783737182617188e-01,9.555196762084960938e-01,9.253594875335693359e-01,9.514584541320800781e-01,9.436697959899902344e-01,9.242112636566162109e-01,9.362609386444091797e-01
8.782649040222167969e-01,9.099168777465820312e-01,1.131767034530639648e+00,9.324119091033935547e-01,9.435992240905761719e-01,8.982100486755371094e-01,9.019560813903808594e-01,9.224350452423095703e-01,9.165003299713134766e-01,9.597048759460449219e-01,9.419317245483398438e-01,9.673449993133544922e-01,9.889297485351562500e-01,9.327714443206787109e-01,9.335317611694335938e-01,9.478669166564941406e-01,9.291150569915771484e-01,9.258728027343750000e-01
8.636300563812255859e-01,8.636217117309570312e-01,8.908257484436035156e-01,9.562318325042724609e-01,9.535951614379882812e-01,9.151043891906738281e-01,9.146730899810791016e-01,9.501354694366455078e-01,9.309184551239013672e-01,9.194376468658447266e-01,9.324188232421875000e-01,9.126672744750976562e-01,9.090168476104736328e-01,9.596428871154785156e-01,9.249331951141357422e-01,9.435694217681884766e-01,9.416565895080566406e-01,9.233081340789794922e-01
8.598642349243164062e-01,9.045441150665283203e-01,8.834028244018554688e-01,8.918344974517822266e-01,9.076724052429199219e-01,8.918735980987548828e-01,9.321367740631103516e-01,8.986930847167968750e-01,9.363574981689453125e-01,9.197192192077636719e-01,9.209446907043457031e-01,9.235208034515380859e-01,9.441556930541992188e-01,9.189515113830566406e-01,9.377002716064453125e-01,9.403016567230224609e-01,9.465754032135009766e-01,9.498803615570068359e-01
8.640546798706054688e-01,8.845288753509521484e-01,9.016606807708740234e-01,8.874411582946777344e-01,9.096391201019287109e-01,9.171893596649169922e-01,9.324288368225097656e-01,9.273154735565185547e-01,9.117498397827148438e-01,9.177737236022949219e-01,9.244077205657958984e-01,9.539110660552978516e-01,9.244697093963623047e-01,9.311909675598144531e-01,9.181847572326660156e-01,9.175934791564941406e-01,9.484546184539794922e-01,9.051756858825683594e-01
9.852695465087890625e-01,8.706016540527343750e-01,8.714387416839599609e-01,9.213042259216308594e-01,8.926048278808593750e-01,9.211144447326660156e-01,9.332900047302246094e-01,9.744768142700195312e-01,9.296598434448242188e-01,9.909665584564208984e-01,9.067046642303466797e-01,9.282453060150146484e-01,9.488554000854492188e-01,9.542202949523925781e-01,9.348340034484863281e-01,9.413316249847412109e-01,9.131243228912353516e-01,9.211194515228271484e-01
8.748226165771484375e-01,8.889160156250000000e-01,9.489247798919677734e-01,9.045286178588867188e-01,9.054217338562011719e-01,9.055123329162597656e-01,9.204812049865722656e-01,9.351253509521484375e-01,9.100039005279541016e-01,9.300982952117919922e-01,9.372029304504394531e-01,9.125287532806396484e-01,9.286079406738281250e-01,9.351549148559570312e-01,9.294059276580810547e-01,9.375972747802734375e-01,9.712076187133789062e-01,9.667112827301025391e-01
8.712522983551025391e-01,9.229667186737060547e-01,9.299845695495605469e-01,8.900842666625976562e-01,9.043097496032714844e-01,9.339346885681152344e-01,9.382390975952148438e-01,9.167988300323486328e-01,9.152445793151855469e-01,9.088389873504638672e-01,9.380011558532714844e-01,9.392211437225341797e-01,9.623999595642089844e-01,9.335384368896484375e-01,9.144456386566162109e-01,9.257271289825439453e-01,9.319353103637695312e-01,9.638903141021728516e-01
8.727207183837890625e-01,8.988342285156250000e-01,8.942365646362304688e-01,9.015789031982421875e-01,9.135582447052001953e-01,9.042048454284667969e-01,9.070308208465576172e-01,9.350464344024658203e-01,9.310457706451416016e-01,9.516932964324951172e-01,9.358596801757812500e-01,9.133358001708984375e-01,9.350621700286865234e-01,9.293189048767089844e-01,1.031442880630493164e+00,9.493658542633056641e-01,9.288260936737060547e-01,9.437978267669677734e-01
